YearWeekISO,FirstDose,FirstDoseRefused,SecondDose,UnknownDose,NumberDosesReceived,Region,Population,ReportingCountry,TargetGroup,Vaccine,Denominator
2020-W53,0,0,0,0,0,AT,8901064,AT,1_Age60+,AZ,2259262
2020-W53,2627,0,0,0,61425,AT,8901064,AT,1_Age60+,COM,2259262
2020-W53,0,0,0,0,0,AT,8901064,AT,1_Age60+,MOD,2259262
2020-W53,0,0,0,0,0,AT,8901064,AT,1_Age<60,AZ,5099181
2020-W53,2354,0,0,0,61425,AT,8901064,AT,1_Age<60,COM,5099181
2020-W53,0,0,0,0,0,AT,8901064,AT,1_Age<60,MOD,5099181
2020-W53,4981,0,0,0,61425,AT,8901064,AT,ALL,COM,7358443
2020-W53,0,0,0,0,0,AT,8901064,AT,ALL,AZ,7358443
2020-W53,0,0,0,0,0,AT,8901064,AT,ALL,MOD,7358443
2020-W53,0,0,0,0,0,AT,8901064,AT,Age18_24,MOD,696064
2020-W53,0,0,0,0,0,AT,8901064,AT,Age18_24,AZ,696064
2020-W53,110,0,0,0,61425,AT,8901064,AT,Age18_24,COM,696064
2020-W53,0,0,0,0,0,AT,8901064,AT,Age25_49,AZ,3006228
2020-W53,1266,0,0,0,61425,AT,8901064,AT,Age25_49,COM,3006228
2020-W53,0,0,0,0,0,AT,8901064,AT,Age25_49,MOD,3006228
2020-W53,971,0,0,0,61425,AT,8901064,AT,Age50_59,COM,1396889
2020-W53,0,0,0,0,0,AT,8901064,AT,Age50_59,MOD,1396889
2020-W53,0,0,0,0,0,AT,8901064,AT,Age50_59,AZ,1396889
2020-W53,0,0,0,0,0,AT,8901064,AT,Age60_69,AZ,1016016
2020-W53,502,0,0,0,61425,AT,8901064,AT,Age60_69,COM,1016016
2020-W53,0,0,0,0,0,AT,8901064,AT,Age60_69,MOD,1016016
2020-W53,0,0,0,0,0,AT,8901064,AT,Age70_79,AZ,769199
2020-W53,589,0,0,0,61425,AT,8901064,AT,Age70_79,COM,769199
2020-W53,0,0,0,0,0,AT,8901064,AT,Age70_79,MOD,769199
2020-W53,0,0,0,0,0,AT,8901064,AT,Age80+,AZ,474047
2020-W53,1536,0,0,0,61425,AT,8901064,AT,Age80+,COM,474047
2020-W53,0,0,0,0,0,AT,8901064,AT,Age80+,MOD,474047
2021-W01,0,0,0,0,0,AT,8901064,AT,1_Age60+,MOD,2259262
2021-W01,0,0,0,0,0,AT,8901064,AT,1_Age60+,AZ,2259262
2021-W01,7465,0,0,0,61425,AT,8901064,AT,1_Age60+,COM,2259262
2021-W01,17863,0,0,0,61425,AT,8901064,AT,1_Age<60,COM,5099181
2021-W01,0,0,0,0,0,AT,8901064,AT,1_Age<60,MOD,5099181
2021-W01,0,0,0,0,0,AT,8901064,AT,1_Age<60,AZ,5099181
2021-W01,0,0,0,0,0,AT,8901064,AT,ALL,AZ,7358443
2021-W01,25328,0,0,0,61425,AT,8901064,AT,ALL,COM,7358443
2021-W01,0,0,0,0,0,AT,8901064,AT,ALL,MOD,7358443
2021-W01,959,0,0,0,61425,AT,8901064,AT,Age18_24,COM,696064
2021-W01,0,0,0,0,0,AT,8901064,AT,Age18_24,MOD,696064
2021-W01,0,0,0,0,0,AT,8901064,AT,Age18_24,AZ,696064
2021-W01,0,0,0,0,0,AT,8901064,AT,Age25_49,AZ,3006228
2021-W01,10428,0,0,0,61425,AT,8901064,AT,Age25_49,COM,3006228
2021-W01,0,0,0,0,0,AT,8901064,AT,Age25_49,MOD,3006228
2021-W01,0,0,0,0,0,AT,8901064,AT,Age50_59,AZ,1396889
2021-W01,6431,0,0,0,61425,AT,8901064,AT,Age50_59,COM,1396889
2021-W01,0,0,0,0,0,AT,8901064,AT,Age50_59,MOD,1396889
2021-W01,0,0,0,0,0,AT,8901064,AT,Age60_69,AZ,1016016
2021-W01,2136,0,0,0,61425,AT,8901064,AT,Age60_69,COM,1016016
2021-W01,0,0,0,0,0,AT,8901064,AT,Age60_69,MOD,1016016
2021-W01,0,0,0,0,0,AT,8901064,AT,Age70_79,AZ,769199
2021-W01,1555,0,0,0,61425,AT,8901064,AT,Age70_79,COM,769199
2021-W01,0,0,0,0,0,AT,8901064,AT,Age70_79,MOD,769199
2021-W01,0,0,0,0,0,AT,8901064,AT,Age80+,MOD,474047
2021-W01,0,0,0,0,0,AT,8901064,AT,Age80+,AZ,474047
2021-W01,3774,0,0,0,61425,AT,8901064,AT,Age80+,COM,474047
2021-W02,37091,0,171,0,61425,AT,8901064,AT,1_Age60+,COM,2259262
2021-W02,71,0,0,0,0,AT,8901064,AT,1_Age60+,MOD,2259262
2021-W02,0,0,0,0,0,AT,8901064,AT,1_Age60+,AZ,2259262
2021-W02,6,0,0,0,0,AT,8901064,AT,1_Age<60,MOD,5099181
2021-W02,43631,0,196,0,61425,AT,8901064,AT,1_Age<60,COM,5099181
2021-W02,0,0,0,0,0,AT,8901064,AT,1_Age<60,AZ,5099181
2021-W02,77,0,0,0,0,AT,8901064,AT,ALL,MOD,7358443
2021-W02,80722,0,367,0,61425,AT,8901064,AT,ALL,COM,7358443
2021-W02,0,0,0,0,0,AT,8901064,AT,ALL,AZ,7358443
2021-W02,0,0,0,0,0,AT,8901064,AT,Age18_24,AZ,696064
2021-W02,2621,0,13,0,61425,AT,8901064,AT,Age18_24,COM,696064
2021-W02,0,0,0,0,0,AT,8901064,AT,Age18_24,MOD,696064
2021-W02,0,0,0,0,0,AT,8901064,AT,Age25_49,AZ,3006228
2021-W02,1,0,0,0,0,AT,8901064,AT,Age25_49,MOD,3006228
2021-W02,23751,0,91,0,61425,AT,8901064,AT,Age25_49,COM,3006228
2021-W02,0,0,0,0,0,AT,8901064,AT,Age50_59,AZ,1396889
2021-W02,17132,0,91,0,61425,AT,8901064,AT,Age50_59,COM,1396889
2021-W02,5,0,0,0,0,AT,8901064,AT,Age50_59,MOD,1396889
2021-W02,4,0,0,0,0,AT,8901064,AT,Age60_69,MOD,1016016
2021-W02,0,0,0,0,0,AT,8901064,AT,Age60_69,AZ,1016016
2021-W02,8548,0,40,0,61425,AT,8901064,AT,Age60_69,COM,1016016
2021-W02,0,0,0,0,0,AT,8901064,AT,Age70_79,AZ,769199
2021-W02,7949,0,47,0,61425,AT,8901064,AT,Age70_79,COM,769199
2021-W02,5,0,0,0,0,AT,8901064,AT,Age70_79,MOD,769199
2021-W02,62,0,0,0,0,AT,8901064,AT,Age80+,MOD,474047
2021-W02,20594,0,84,0,61425,AT,8901064,AT,Age80+,COM,474047
2021-W02,0,0,0,0,0,AT,8901064,AT,Age80+,AZ,474047
2021-W03,0,0,0,0,0,AT,8901064,AT,1_Age60+,AZ,2259262
2021-W03,22,0,0,0,7200,AT,8901064,AT,1_Age60+,MOD,2259262
2021-W03,39321,0,2245,0,58500,AT,8901064,AT,1_Age60+,COM,2259262
2021-W03,181,0,0,0,7200,AT,8901064,AT,1_Age<60,MOD,5099181
2021-W03,51483,0,2110,0,58500,AT,8901064,AT,1_Age<60,COM,5099181
2021-W03,0,0,0,0,0,AT,8901064,AT,1_Age<60,AZ,5099181
2021-W03,90804,0,4355,0,58500,AT,8901064,AT,ALL,COM,7358443
2021-W03,203,0,0,0,7200,AT,8901064,AT,ALL,MOD,7358443
2021-W03,0,0,0,0,0,AT,8901064,AT,ALL,AZ,7358443
2021-W03,0,0,0,0,0,AT,8901064,AT,Age18_24,AZ,696064
2021-W03,3578,0,96,0,58500,AT,8901064,AT,Age18_24,COM,696064
2021-W03,23,0,0,0,7200,AT,8901064,AT,Age18_24,MOD,696064
2021-W03,107,0,0,0,7200,AT,8901064,AT,Age25_49,MOD,3006228
2021-W03,29625,0,1152,0,58500,AT,8901064,AT,Age25_49,COM,3006228
2021-W03,0,0,0,0,0,AT,8901064,AT,Age25_49,AZ,3006228
2021-W03,51,0,0,0,7200,AT,8901064,AT,Age50_59,MOD,1396889
2021-W03,18195,0,858,0,58500,AT,8901064,AT,Age50_59,COM,1396889
2021-W03,0,0,0,0,0,AT,8901064,AT,Age50_59,AZ,1396889
2021-W03,6,0,0,0,7200,AT,8901064,AT,Age60_69,MOD,1016016
2021-W03,6929,0,443,0,58500,AT,8901064,AT,Age60_69,COM,1016016
2021-W03,0,0,0,0,0,AT,8901064,AT,Age60_69,AZ,1016016
2021-W03,7095,0,499,0,58500,AT,8901064,AT,Age70_79,COM,769199
2021-W03,0,0,0,0,0,AT,8901064,AT,Age70_79,AZ,769199
2021-W03,7,0,0,0,7200,AT,8901064,AT,Age70_79,MOD,769199
2021-W03,9,0,0,0,7200,AT,8901064,AT,Age80+,MOD,474047
2021-W03,0,0,0,0,0,AT,8901064,AT,Age80+,AZ,474047
2021-W03,25297,0,1303,0,58500,AT,8901064,AT,Age80+,COM,474047
2021-W04,0,0,0,0,0,AT,8901064,AT,1_Age60+,AZ,2259262
2021-W04,13522,0,6071,0,54990,AT,8901064,AT,1_Age60+,COM,2259262
2021-W04,1130,0,0,0,0,AT,8901064,AT,1_Age60+,MOD,2259262
2021-W04,0,0,0,0,0,AT,8901064,AT,1_Age<60,AZ,5099181
2021-W04,13186,0,10938,0,54990,AT,8901064,AT,1_Age<60,COM,5099181
2021-W04,2564,0,0,0,0,AT,8901064,AT,1_Age<60,MOD,5099181
2021-W04,3694,0,0,0,0,AT,8901064,AT,ALL,MOD,7358443
2021-W04,26708,0,17009,0,54990,AT,8901064,AT,ALL,COM,7358443
2021-W04,0,0,0,0,0,AT,8901064,AT,ALL,AZ,7358443
2021-W04,1267,0,682,0,54990,AT,8901064,AT,Age18_24,COM,696064
2021-W04,0,0,0,0,0,AT,8901064,AT,Age18_24,AZ,696064
2021-W04,67,0,0,0,0,AT,8901064,AT,Age18_24,MOD,696064
2021-W04,1537,0,0,0,0,AT,8901064,AT,Age25_49,MOD,3006228
2021-W04,7454,0,6123,0,54990,AT,8901064,AT,Age25_49,COM,3006228
2021-W04,0,0,0,0,0,AT,8901064,AT,Age25_49,AZ,3006228
2021-W04,0,0,0,0,0,AT,8901064,AT,Age50_59,AZ,1396889
2021-W04,959,0,0,0,0,AT,8901064,AT,Age50_59,MOD,1396889
2021-W04,4444,0,4093,0,54990,AT,8901064,AT,Age50_59,COM,1396889
2021-W04,0,0,0,0,0,AT,8901064,AT,Age60_69,AZ,1016016
2021-W04,1637,0,1636,0,54990,AT,8901064,AT,Age60_69,COM,1016016
2021-W04,596,0,0,0,0,AT,8901064,AT,Age60_69,MOD,1016016
2021-W04,0,0,0,0,0,AT,8901064,AT,Age70_79,AZ,769199
2021-W04,1561,0,1274,0,54990,AT,8901064,AT,Age70_79,COM,769199
2021-W04,175,0,0,0,0,AT,8901064,AT,Age70_79,MOD,769199
2021-W04,359,0,0,0,0,AT,8901064,AT,Age80+,MOD,474047
2021-W04,0,0,0,0,0,AT,8901064,AT,Age80+,AZ,474047
2021-W04,10324,0,3161,0,54990,AT,8901064,AT,Age80+,COM,474047
2021-W05,1255,0,1,0,28800,AT,8901064,AT,1_Age60+,MOD,2259262
2021-W05,5100,0,31409,0,66690,AT,8901064,AT,1_Age60+,COM,2259262
2021-W05,0,0,0,0,36000,AT,8901064,AT,1_Age60+,AZ,2259262
2021-W05,374,0,0,0,28800,AT,8901064,AT,1_Age<60,MOD,5099181
2021-W05,11319,0,43553,0,66690,AT,8901064,AT,1_Age<60,COM,5099181
2021-W05,0,0,0,0,36000,AT,8901064,AT,1_Age<60,AZ,5099181
2021-W05,0,0,0,0,36000,AT,8901064,AT,ALL,AZ,7358443
2021-W05,1629,0,1,0,28800,AT,8901064,AT,ALL,MOD,7358443
2021-W05,16419,0,74962,0,66690,AT,8901064,AT,ALL,COM,7358443
2021-W05,0,0,0,0,36000,AT,8901064,AT,Age18_24,AZ,696064
2021-W05,22,0,0,0,28800,AT,8901064,AT,Age18_24,MOD,696064
2021-W05,893,0,2580,0,66690,AT,8901064,AT,Age18_24,COM,696064
2021-W05,0,0,0,0,36000,AT,8901064,AT,Age25_49,AZ,3006228
2021-W05,221,0,0,0,28800,AT,8901064,AT,Age25_49,MOD,3006228
2021-W05,6241,0,24263,0,66690,AT,8901064,AT,Age25_49,COM,3006228
2021-W05,0,0,0,0,36000,AT,8901064,AT,Age50_59,AZ,1396889
2021-W05,4136,0,16598,0,66690,AT,8901064,AT,Age50_59,COM,1396889
2021-W05,131,0,0,0,28800,AT,8901064,AT,Age50_59,MOD,1396889
2021-W05,1548,0,7590,0,66690,AT,8901064,AT,Age60_69,COM,1016016
2021-W05,0,0,0,0,36000,AT,8901064,AT,Age60_69,AZ,1016016
2021-W05,41,0,0,0,28800,AT,8901064,AT,Age60_69,MOD,1016016
2021-W05,35,0,0,0,28800,AT,8901064,AT,Age70_79,MOD,769199
2021-W05,0,0,0,0,36000,AT,8901064,AT,Age70_79,AZ,769199
2021-W05,1168,0,6618,0,66690,AT,8901064,AT,Age70_79,COM,769199
2021-W05,2384,0,17201,0,66690,AT,8901064,AT,Age80+,COM,474047
2021-W05,0,0,0,0,36000,AT,8901064,AT,Age80+,AZ,474047
2021-W05,1179,0,1,0,28800,AT,8901064,AT,Age80+,MOD,474047
2021-W06,573,0,0,0,43200,AT,8901064,AT,1_Age60+,AZ,2259262
2021-W06,5569,0,35880,0,66690,AT,8901064,AT,1_Age60+,COM,2259262
2021-W06,1708,0,73,0,0,AT,8901064,AT,1_Age60+,MOD,2259262
2021-W06,7600,0,48915,0,66690,AT,8901064,AT,1_Age<60,COM,5099181
2021-W06,9641,0,0,0,43200,AT,8901064,AT,1_Age<60,AZ,5099181
2021-W06,2193,0,6,0,0,AT,8901064,AT,1_Age<60,MOD,5099181
2021-W06,3901,0,79,0,0,AT,8901064,AT,ALL,MOD,7358443
2021-W06,13169,0,84795,0,66690,AT,8901064,AT,ALL,COM,7358443
2021-W06,10214,0,0,0,43200,AT,8901064,AT,ALL,AZ,7358443
2021-W06,581,0,3284,0,66690,AT,8901064,AT,Age18_24,COM,696064
2021-W06,2160,0,0,0,43200,AT,8901064,AT,Age18_24,AZ,696064
2021-W06,96,0,0,0,0,AT,8901064,AT,Age18_24,MOD,696064
2021-W06,5035,0,0,0,43200,AT,8901064,AT,Age25_49,AZ,3006228
2021-W06,4226,0,28118,0,66690,AT,8901064,AT,Age25_49,COM,3006228
2021-W06,1250,0,1,0,0,AT,8901064,AT,Age25_49,MOD,3006228
2021-W06,2753,0,17436,0,66690,AT,8901064,AT,Age50_59,COM,1396889
2021-W06,847,0,5,0,0,AT,8901064,AT,Age50_59,MOD,1396889
2021-W06,2428,0,0,0,43200,AT,8901064,AT,Age50_59,AZ,1396889
2021-W06,564,0,0,0,43200,AT,8901064,AT,Age60_69,AZ,1016016
2021-W06,1340,0,6702,0,66690,AT,8901064,AT,Age60_69,COM,1016016
2021-W06,305,0,4,0,0,AT,8901064,AT,Age60_69,MOD,1016016
2021-W06,435,0,5,0,0,AT,8901064,AT,Age70_79,MOD,769199
2021-W06,1384,0,6295,0,66690,AT,8901064,AT,Age70_79,COM,769199
2021-W06,6,0,0,0,43200,AT,8901064,AT,Age70_79,AZ,769199
2021-W06,3,0,0,0,43200,AT,8901064,AT,Age80+,AZ,474047
2021-W06,2845,0,22883,0,66690,AT,8901064,AT,Age80+,COM,474047
2021-W06,968,0,64,0,0,AT,8901064,AT,Age80+,MOD,474047
2021-W07,2244,0,1,0,76800,AT,8901064,AT,1_Age60+,AZ,2259262
2021-W07,21773,0,19676,0,80730,AT,8901064,AT,1_Age60+,COM,2259262
2021-W07,2348,0,19,0,0,AT,8901064,AT,1_Age60+,MOD,2259262
2021-W07,4194,0,18591,0,80730,AT,8901064,AT,1_Age<60,COM,5099181
2021-W07,29147,0,1,0,76800,AT,8901064,AT,1_Age<60,AZ,5099181
2021-W07,1533,0,176,0,0,AT,8901064,AT,1_Age<60,MOD,5099181
2021-W07,3881,0,195,0,0,AT,8901064,AT,ALL,MOD,7358443
2021-W07,31391,0,2,0,76800,AT,8901064,AT,ALL,AZ,7358443
2021-W07,25967,0,38267,0,80730,AT,8901064,AT,ALL,COM,7358443
2021-W07,69,0,21,0,0,AT,8901064,AT,Age18_24,MOD,696064
2021-W07,266,0,1617,0,80730,AT,8901064,AT,Age18_24,COM,696064
2021-W07,3553,0,0,0,76800,AT,8901064,AT,Age18_24,AZ,696064
2021-W07,2310,0,10354,0,80730,AT,8901064,AT,Age25_49,COM,3006228
2021-W07,16557,0,1,0,76800,AT,8901064,AT,Age25_49,AZ,3006228
2021-W07,809,0,106,0,0,AT,8901064,AT,Age25_49,MOD,3006228
2021-W07,651,0,49,0,0,AT,8901064,AT,Age50_59,MOD,1396889
2021-W07,1582,0,6590,0,80730,AT,8901064,AT,Age50_59,COM,1396889
2021-W07,8975,0,0,0,76800,AT,8901064,AT,Age50_59,AZ,1396889
2021-W07,505,0,6,0,0,AT,8901064,AT,Age60_69,MOD,1016016
2021-W07,1410,0,2644,0,80730,AT,8901064,AT,Age60_69,COM,1016016
2021-W07,2168,0,1,0,76800,AT,8901064,AT,Age60_69,AZ,1016016
2021-W07,584,0,6,0,0,AT,8901064,AT,Age70_79,MOD,769199
2021-W07,2632,0,3035,0,80730,AT,8901064,AT,Age70_79,COM,769199
2021-W07,67,0,0,0,76800,AT,8901064,AT,Age70_79,AZ,769199
2021-W07,1259,0,7,0,0,AT,8901064,AT,Age80+,MOD,474047
2021-W07,17731,0,13997,0,80730,AT,8901064,AT,Age80+,COM,474047
2021-W07,9,0,0,0,76800,AT,8901064,AT,Age80+,AZ,474047
2021-W08,2625,0,1049,0,37200,AT,8901064,AT,1_Age60+,MOD,2259262
2021-W08,38611,0,5372,0,84240,AT,8901064,AT,1_Age60+,COM,2259262
2021-W08,4556,0,0,0,0,AT,8901064,AT,1_Age60+,AZ,2259262
2021-W08,51142,0,2,0,0,AT,8901064,AT,1_Age<60,AZ,5099181
2021-W08,4190,0,11052,0,84240,AT,8901064,AT,1_Age<60,COM,5099181
2021-W08,1716,0,2544,0,37200,AT,8901064,AT,1_Age<60,MOD,5099181
2021-W08,55698,0,2,0,0,AT,8901064,AT,ALL,AZ,7358443
2021-W08,4341,0,3593,0,37200,AT,8901064,AT,ALL,MOD,7358443
2021-W08,42801,0,16424,0,84240,AT,8901064,AT,ALL,COM,7358443
2021-W08,244,0,886,0,84240,AT,8901064,AT,Age18_24,COM,696064
2021-W08,6929,0,0,0,0,AT,8901064,AT,Age18_24,AZ,696064
2021-W08,120,0,76,0,37200,AT,8901064,AT,Age18_24,MOD,696064
2021-W08,2183,0,6031,0,84240,AT,8901064,AT,Age25_49,COM,3006228
2021-W08,28893,0,2,0,0,AT,8901064,AT,Age25_49,AZ,3006228
2021-W08,805,0,1522,0,37200,AT,8901064,AT,Age25_49,MOD,3006228
2021-W08,787,0,945,0,37200,AT,8901064,AT,Age50_59,MOD,1396889
2021-W08,15198,0,0,0,0,AT,8901064,AT,Age50_59,AZ,1396889
2021-W08,1722,0,4085,0,84240,AT,8901064,AT,Age50_59,COM,1396889
2021-W08,1890,0,1619,0,84240,AT,8901064,AT,Age60_69,COM,1016016
2021-W08,947,0,584,0,37200,AT,8901064,AT,Age60_69,MOD,1016016
2021-W08,4315,0,0,0,0,AT,8901064,AT,Age60_69,AZ,1016016
2021-W08,3569,0,1217,0,84240,AT,8901064,AT,Age70_79,COM,769199
2021-W08,223,0,0,0,0,AT,8901064,AT,Age70_79,AZ,769199
2021-W08,907,0,164,0,37200,AT,8901064,AT,Age70_79,MOD,769199
2021-W08,18,0,0,0,0,AT,8901064,AT,Age80+,AZ,474047
2021-W08,33152,0,2536,0,84240,AT,8901064,AT,Age80+,COM,474047
2021-W08,771,0,301,0,37200,AT,8901064,AT,Age80+,MOD,474047
2021-W09,5260,0,1,0,67200,AT,8901064,AT,1_Age60+,AZ,2259262
2021-W09,4360,0,1165,0,0,AT,8901064,AT,1_Age60+,MOD,2259262
2021-W09,80552,0,5330,0,88920,AT,8901064,AT,1_Age60+,COM,2259262
2021-W09,3103,0,178,0,0,AT,8901064,AT,1_Age<60,MOD,5099181
2021-W09,46470,0,1,0,67200,AT,8901064,AT,1_Age<60,AZ,5099181
2021-W09,6852,0,7356,0,88920,AT,8901064,AT,1_Age<60,COM,5099181
2021-W09,7463,0,1343,0,0,AT,8901064,AT,ALL,MOD,7358443
2021-W09,51730,0,2,0,67200,AT,8901064,AT,ALL,AZ,7358443
2021-W09,87404,0,12686,0,88920,AT,8901064,AT,ALL,COM,7358443
2021-W09,5121,0,0,0,67200,AT,8901064,AT,Age18_24,AZ,696064
2021-W09,381,0,581,0,88920,AT,8901064,AT,Age18_24,COM,696064
2021-W09,279,0,7,0,0,AT,8901064,AT,Age18_24,MOD,696064
2021-W09,26368,0,0,0,67200,AT,8901064,AT,Age25_49,AZ,3006228
2021-W09,1557,0,103,0,0,AT,8901064,AT,Age25_49,MOD,3006228
2021-W09,3015,0,4071,0,88920,AT,8901064,AT,Age25_49,COM,3006228
2021-W09,3383,0,2671,0,88920,AT,8901064,AT,Age50_59,COM,1396889
2021-W09,14895,0,1,0,67200,AT,8901064,AT,Age50_59,AZ,1396889
2021-W09,1254,0,68,0,0,AT,8901064,AT,Age50_59,MOD,1396889
2021-W09,3896,0,1241,0,88920,AT,8901064,AT,Age60_69,COM,1016016
2021-W09,1146,0,30,0,0,AT,8901064,AT,Age60_69,MOD,1016016
2021-W09,4368,0,0,0,67200,AT,8901064,AT,Age60_69,AZ,1016016
2021-W09,755,0,1,0,67200,AT,8901064,AT,Age70_79,AZ,769199
2021-W09,6789,0,1312,0,88920,AT,8901064,AT,Age70_79,COM,769199
2021-W09,2327,0,29,0,0,AT,8901064,AT,Age70_79,MOD,769199
2021-W09,887,0,1106,0,0,AT,8901064,AT,Age80+,MOD,474047
2021-W09,69867,0,2777,0,88920,AT,8901064,AT,Age80+,COM,474047
2021-W09,137,0,0,0,67200,AT,8901064,AT,Age80+,AZ,474047
2021-W10,91024,0,21076,0,190710,AT,8901064,AT,1_Age60+,COM,2259262
2021-W10,17448,0,10,0,146400,AT,8901064,AT,1_Age60+,AZ,2259262
2021-W10,4744,0,1613,0,49200,AT,8901064,AT,1_Age60+,MOD,2259262
2021-W10,56745,0,12,0,146400,AT,8901064,AT,1_Age<60,AZ,5099181
2021-W10,42236,0,4718,0,190710,AT,8901064,AT,1_Age<60,COM,5099181
2021-W10,5927,0,2031,0,49200,AT,8901064,AT,1_Age<60,MOD,5099181
2021-W10,10671,0,3644,0,49200,AT,8901064,AT,ALL,MOD,7358443
2021-W10,133260,0,25794,0,190710,AT,8901064,AT,ALL,COM,7358443
2021-W10,74193,0,22,0,146400,AT,8901064,AT,ALL,AZ,7358443
2021-W10,4982,0,1,0,146400,AT,8901064,AT,Age18_24,AZ,696064
2021-W10,4757,0,278,0,190710,AT,8901064,AT,Age18_24,COM,696064
2021-W10,575,0,79,0,49200,AT,8901064,AT,Age18_24,MOD,696064
2021-W10,3380,0,1139,0,49200,AT,8901064,AT,Age25_49,MOD,3006228
2021-W10,33445,0,9,0,146400,AT,8901064,AT,Age25_49,AZ,3006228
2021-W10,22676,0,2625,0,190710,AT,8901064,AT,Age25_49,COM,3006228
2021-W10,13610,0,1780,0,190710,AT,8901064,AT,Age50_59,COM,1396889
2021-W10,18206,0,2,0,146400,AT,8901064,AT,Age50_59,AZ,1396889
2021-W10,1943,0,813,0,49200,AT,8901064,AT,Age50_59,MOD,1396889
2021-W10,1688,0,277,0,49200,AT,8901064,AT,Age60_69,MOD,1016016
2021-W10,14329,0,1405,0,190710,AT,8901064,AT,Age60_69,COM,1016016
2021-W10,10051,0,4,0,146400,AT,8901064,AT,Age60_69,AZ,1016016
2021-W10,2678,0,385,0,49200,AT,8901064,AT,Age70_79,MOD,769199
2021-W10,23385,0,2558,0,190710,AT,8901064,AT,Age70_79,COM,769199
2021-W10,6682,0,2,0,146400,AT,8901064,AT,Age70_79,AZ,769199
2021-W10,53310,0,17113,0,190710,AT,8901064,AT,Age80+,COM,474047
2021-W10,378,0,951,0,49200,AT,8901064,AT,Age80+,MOD,474047
2021-W10,715,0,4,0,146400,AT,8901064,AT,Age80+,AZ,474047
2021-W11,71826,0,36978,0,93600,AT,8901064,AT,1_Age60+,COM,2259262
2021-W11,22798,0,11,0,19200,AT,8901064,AT,1_Age60+,AZ,2259262
2021-W11,14889,0,2174,0,0,AT,8901064,AT,1_Age60+,MOD,2259262
2021-W11,11658,0,1658,0,0,AT,8901064,AT,1_Age<60,MOD,5099181
2021-W11,13884,0,3979,0,93600,AT,8901064,AT,1_Age<60,COM,5099181
2021-W11,46711,0,22,0,19200,AT,8901064,AT,1_Age<60,AZ,5099181
2021-W11,85710,0,40957,0,93600,AT,8901064,AT,ALL,COM,7358443
2021-W11,26547,0,3832,0,0,AT,8901064,AT,ALL,MOD,7358443
2021-W11,69509,0,33,0,19200,AT,8901064,AT,ALL,AZ,7358443
2021-W11,1203,0,86,0,0,AT,8901064,AT,Age18_24,MOD,696064
2021-W11,3235,0,1,0,19200,AT,8901064,AT,Age18_24,AZ,696064
2021-W11,1026,0,245,0,93600,AT,8901064,AT,Age18_24,COM,696064
2021-W11,5762,0,913,0,0,AT,8901064,AT,Age25_49,MOD,3006228
2021-W11,6487,0,2093,0,93600,AT,8901064,AT,Age25_49,COM,3006228
2021-W11,26891,0,12,0,19200,AT,8901064,AT,Age25_49,AZ,3006228
2021-W11,6110,0,1603,0,93600,AT,8901064,AT,Age50_59,COM,1396889
2021-W11,16538,0,9,0,19200,AT,8901064,AT,Age50_59,AZ,1396889
2021-W11,4632,0,657,0,0,AT,8901064,AT,Age50_59,MOD,1396889
2021-W11,4574,0,446,0,0,AT,8901064,AT,Age60_69,MOD,1016016
2021-W11,12632,0,1754,0,93600,AT,8901064,AT,Age60_69,COM,1016016
2021-W11,10574,0,5,0,19200,AT,8901064,AT,Age60_69,AZ,1016016
2021-W11,7184,0,532,0,0,AT,8901064,AT,Age70_79,MOD,769199
2021-W11,30303,0,3358,0,93600,AT,8901064,AT,Age70_79,COM,769199
2021-W11,9284,0,2,0,19200,AT,8901064,AT,Age70_79,AZ,769199
2021-W11,28891,0,31866,0,93600,AT,8901064,AT,Age80+,COM,474047
2021-W11,3131,0,1196,0,0,AT,8901064,AT,Age80+,MOD,474047
2021-W11,2940,0,4,0,19200,AT,8901064,AT,Age80+,AZ,474047
2021-W12,36141,0,71969,0,128700,AT,8901064,AT,1_Age60+,COM,2259262
2021-W12,27390,0,30,0,19200,AT,8901064,AT,1_Age60+,AZ,2259262
2021-W12,10113,0,1670,0,74400,AT,8901064,AT,1_Age60+,MOD,2259262
2021-W12,39022,0,9,0,19200,AT,8901064,AT,1_Age<60,AZ,5099181
2021-W12,13096,0,4718,0,128700,AT,8901064,AT,1_Age<60,COM,5099181
2021-W12,7554,0,1407,0,74400,AT,8901064,AT,1_Age<60,MOD,5099181
2021-W12,17667,0,3077,0,74400,AT,8901064,AT,ALL,MOD,7358443
2021-W12,49237,0,76687,0,128700,AT,8901064,AT,ALL,COM,7358443
2021-W12,66412,0,39,0,19200,AT,8901064,AT,ALL,AZ,7358443
2021-W12,817,0,315,0,128700,AT,8901064,AT,Age18_24,COM,696064
2021-W12,721,0,96,0,74400,AT,8901064,AT,Age18_24,MOD,696064
2021-W12,2979,0,0,0,19200,AT,8901064,AT,Age18_24,AZ,696064
2021-W12,4086,0,665,0,74400,AT,8901064,AT,Age25_49,MOD,3006228
2021-W12,21300,0,4,0,19200,AT,8901064,AT,Age25_49,AZ,3006228
2021-W12,6621,0,2366,0,128700,AT,8901064,AT,Age25_49,COM,3006228
2021-W12,14704,0,5,0,19200,AT,8901064,AT,Age50_59,AZ,1396889
2021-W12,5510,0,1975,0,128700,AT,8901064,AT,Age50_59,COM,1396889
